b,DRXFCSD,DRXFCLD
12350230,"b'RANCH DIP, REGULAR'","b'Ranch dip, regular'"
12350235,"b'RANCH DIP, LIGHT'","b'Ranch dip, light'"
12350240,"b'SPINACH DIP, REGULAR'","b'Spinach dip, regular'"
12350245,"b'SPINACH DIP, LIGHT'","b'Spinach dip, light'"
12350250,"b'VEGETABLE DIP, REGULAR'","b'Vegetable dip, regular'"
12350255,"b'VEGETABLE DIP, LIGHT'","b'Vegetable dip, light'"
13110000,"b'ICE CREAM, NFS'","b'Ice cream, NFS'"
13110100,"b'ICE CREAM, VANILLA'","b'Ice cream, vanilla'"
13110102,"b'ICE CREAM, VANILLA, WITH ADDITIONAL INGREDIENTS'","b'Ice cream, vanilla, with additional ingredients'"
13110110,"b'ICE CREAM, CHOCOLATE'","b'Ice cream, chocolate'"
13110112,"b'ICE CREAM, CHOCOLATE, WITH ADDITIONAL INGREDIENTS'","b'Ice cream, chocolate, with additional ingredients'"
13110200,"b'ICE CREAM, SOFT SERVE, VANILLA'","b'Ice cream, soft serve, vanilla'"
13110210,"b'ICE CREAM, SOFT SERVE, CHOCOLATE'","b'Ice cream, soft serve, chocolate'"
13110460,"b'GELATO, VANILLA'","b'Gelato, vanilla'"
13110470,"b'GELATO, CHOCOLATE'","b'Gelato, chocolate'"
13120050,"b'ICE CREAM BAR, VANILLA'","b'Ice cream bar, vanilla'"
13120100,"b'ICE CREAM BAR, VANILLA, CHOCOLATE COATED'","b'Ice cream bar, vanilla, chocolate coated'"
13120110,b'ICE CREAM CANDY BAR',b'Ice cream candy bar'
13120140,"b'ICE CREAM BAR, CHOCOLATE'","b'Ice cream bar, chocolate'"
13120500,"b'ICE CREAM SANDWICH, VANILLA'","b'Ice cream sandwich, vanilla'"
13120510,"b'ICE CREAM SANDWICH, CHOCOLATE'","b'Ice cream sandwich, chocolate'"
13120550,b'ICE CREAM COOKIE SANDWICH',b'Ice cream cookie sandwich'
13120730,"b'ICE CREAM CONE, SCOOPED, VANILLA'","b'Ice cream cone, scooped, vanilla'"
13120735,"b'ICE CREAM CONE, SCOOPED, VANILLA, WAFFLE CONE'","b'Ice cream cone, scooped, vanilla, waffle cone'"
13120740,"b'ICE CREAM CONE, NFS'","b'Ice cream cone, NFS'"
13120770,"b'ICE CREAM CONE, SCOOPED, CHOCOLATE'","b'Ice cream cone, scooped, chocolate'"
13120775,"b'ICE CREAM CONE, SCOOPED, CHOCOLATE, WAFFLE CONE'","b'Ice cream cone, scooped, chocolate, waffle cone'"
13120782,"b'ICE CREAM CONE, SOFT SERVE, VANILLA'","b'Ice cream cone, soft serve, vanilla'"
13120784,"b'ICE CREAM CONE, SOFT SERVE, CHOCOLATE'","b'Ice cream cone, soft serve, chocolate'"
13120786,"b'ICE CREAM CONE, SOFT SERVE, VANILLA, WAFFLE CONE'","b'Ice cream cone, soft serve, vanilla, waffle cone'"
13120788,"b'ICE CREAM CONE, SOFT SERVE, CHOCOLATE, WAFFLE CONE'","b'Ice cream cone, soft serve, chocolate, waffle cone'"
13120790,"b'ICE CREAM CONE, VANILLA, PREPACKAGED'","b'Ice cream cone, vanilla, prepackaged'"
13120792,"b'ICE CREAM CONE, CHOCOLATE, PREPACKAGED'","b'Ice cream cone, chocolate, prepackaged'"
13120800,"b'ICE CREAM SODA, FLAVORS OTHER THAN CHOCOLATE'","b'Ice cream soda, flavors other than chocolate'"
13120810,"b'ICE CREAM SODA, CHOCOLATE'","b'Ice cream soda, chocolate'"
13121000,"b'ICE CREAM SUNDAE, NFS'","b'Ice cream sundae, NFS'"
13121100,"b'ICE CREAM SUNDAE, FRUIT TOPPING'","b'Ice cream sundae, fruit topping'"
13121120,b'BANANA SPLIT',b'Banana split'
13121300,"b'ICE CREAM SUNDAE, HOT FUDGE TOPPING'","b'Ice cream sundae, hot fudge topping'"
13121400,"b'ICE CREAM SUNDAE, CARAMEL TOPPING'","b'Ice cream sundae, caramel topping'"
13126000,"b'ICE CREAM, FRIED'","b'Ice cream, fried'"
13130100,"b'LIGHT ICE CREAM, NFS'","b'Light ice cream, NFS'"
13130300,"b'LIGHT ICE CREAM, VANILLA'","b'Light ice cream, vanilla'"
13130310,"b'LIGHT ICE CREAM, CHOCOLATE'","b'Light ice cream, chocolate'"
13130700,"b'SOFT SERVE, BLENDED WITH CANDY OR COOKIES, FROM FAST FOOD'","b'Soft serve, blended with candy or cookies, from fast food'"
13135000,"b'LIGHT ICE CREAM SANDWICH, VANILLA'","b'Light ice cream sandwich, vanilla'"
13135010,"b'LIGHT ICE CREAM SANDWICH, CHOCOLATE'","b'Light ice cream sandwich, chocolate'"
13140000,"b'LIGHT ICE CREAM BAR, VANILLA'","b'Light ice cream bar, vanilla'"
13140100,"b'LIGHT ICE CREAM BAR, VANILLA, CHOCOLATE COATED'","b'Light ice cream bar, vanilla, chocolate coated'"
13140115,"b'LIGHT ICE CREAM BAR, CHOCOLATE'","b'Light ice cream bar, chocolate'"
13140700,b'CREAMSICLE',b'Creamsicle'
13140900,b'FUDGESICLE',b'Fudgesicle'
13142100,"b'LIGHT ICE CREAM CONE, VANILLA, PREPACKAGED'","b'Light ice cream cone, vanilla, prepackaged'"
13142110,"b'LIGHT ICE CREAM CONE, CHOCOLATE, PREPACKAGED'","b'Light ice cream cone, chocolate, prepackaged'"
13150000,"b'SHERBET, ALL FLAVORS'","b'Sherbet, all flavors'"
13161600,"b'FUDGESICLE, LIGHT'","b'Fudgesicle, light'"
13200110,"b'PUDDING, CHOCOLATE, NFS'","b'Pudding, chocolate, NFS'"
13210110,"b'PUDDING, BREAD'","b'Pudding, bread'"
13210280,"b'PUDDING, FLAVORS OTHER THAN CHOCOLATE, NFS'","b'Pudding, flavors other than chocolate, NFS'"
13210300,b'CUSTARD',b'Custard'
13210350,b'FLAN',b'Flan'
13210370,b'CREME BRULEE',b'Creme brulee'
13210410,"b'PUDDING, RICE'","b'Pudding, rice'"
13210450,"b'FIRNI, INDIAN PUDDING'","b'Firni, Indian pudding'"
13210520,"b'PUDDING, TAPIOCA, MADE FROM DRY MIX'","b'Pudding, tapioca, made from dry mix'"
13220110,"b'PUDDING, FLAVORS OTHER THAN CHOCOLATE, MADE FROM DRY MIX'","b'Pudding, flavors other than chocolate, made from dry mix'"
13220120,"b'PUDDING, CHOCOLATE, MADE FROM DRY MIX'","b'Pudding, chocolate, made from dry mix'"
13220210,"b'PUDDING, FLAVORS OTHER THAN CHOCOLATE, MADE FROM DRY MIX, SU'","b'Pudding, flavors other than chocolate, made from dry mix, sugar free'"
13220220,"b'PUDDING, CHOCOLATE, MADE FROM DRY MIX, SUGAR FREE'","b'Pudding, chocolate, made from dry mix, sugar free'"
13230110,"b'PUDDING, FLAVORS OTHER THAN CHOCOLATE, READY-TO-EAT'","b'Pudding, flavors other than chocolate, ready-to-eat'"
13230120,"b'PUDDING, FLAVORS OTHER THAN CHOCOLATE, READY-TO-EAT, SUGAR F'","b'Pudding, flavors other than chocolate, ready-to-eat, sugar free'"
13230130,"b'PUDDING, CHOCOLATE, READY-TO-EAT'","b'Pudding, chocolate, ready-to-eat'"
13230140,"b'PUDDING, CHOCOLATE, READY-TO-EAT, SUGAR FREE'","b'Pudding, chocolate, ready-to-eat, sugar free'"
13230500,"b'PUDDING, TAPIOCA, READY-TO-EAT'","b'Pudding, tapioca, ready-to-eat'"
13241000,b'BANANA PUDDING',b'Banana pudding'
13250000,b'MOUSSE',b'Mousse'
13252200,b'DULCE DE LECHE',b'Dulce de leche'
13252500,"b'BARFI OR BURFI, INDIAN DESSERT'","b'Barfi or Burfi, Indian dessert'"
13252590,b'TRIFLE',b'Trifle'
13252600,b'TIRAMISU',b'Tiramisu'
13411000,b'WHITE SAUCE OR GRAVY',b'White sauce or gravy'
14010000,"b'CHEESE, NFS'","b'Cheese, NFS'"
14101010,"b'CHEESE, BLUE OR ROQUEFORT'","b'Cheese, Blue or Roquefort'"
14102010,"b'CHEESE, BRICK'","b'Cheese, Brick'"
14103010,"b'CHEESE, CAMEMBERT'","b'Cheese, Camembert'"
14103020,"b'CHEESE, BRIE'","b'Cheese, Brie'"
14104100,"b'CHEESE, CHEDDAR'","b'Cheese, Cheddar'"
14104110,"b'CHEESE, CHEDDAR, REDUCED FAT'","b'Cheese, Cheddar, reduced fat'"
14104115,"b'CHEESE, CHEDDAR, NONFAT OR FAT FREE'","b'Cheese, Cheddar, nonfat or fat free'"
14104200,"b'CHEESE, COLBY'","b'Cheese, Colby'"
14104250,"b'CHEESE, COLBY JACK'","b'Cheese, Colby Jack'"
14104400,"b'CHEESE, FETA'","b'Cheese, Feta'"
14104600,"b'CHEESE, FONTINA'","b'Cheese, Fontina'"
14104700,"b'CHEESE, GOAT'","b'Cheese, goat'"
14105010,"b'CHEESE, GOUDA OR EDAM'","b'Cheese, Gouda or Edam'"
14105200,"b'CHEESE, GRUYERE'","b'Cheese, Gruyere'"
14106010,"b'CHEESE, LIMBURGER'","b'Cheese, Limburger'"
14106200,"b'CHEESE, MONTEREY'","b'Cheese, Monterey'"
14106500,"b'CHEESE, MONTEREY, REDUCED FAT'","b'Cheese, Monterey, reduced fat'"
14107010,"b'CHEESE, MOZZARELLA, NFS'","b'Cheese, Mozzarella, NFS'"
14107030,"b'CHEESE, MOZZARELLA, PART SKIM'","b'Cheese, Mozzarella, part skim'"
14107040,"b'CHEESE, MOZZARELLA, REDUCED SODIUM'","b'Cheese, Mozzarella, reduced sodium'"
14107060,"b'CHEESE, MOZZARELLA, NONFAT OR FAT FREE'","b'Cheese, Mozzarella, nonfat or fat free'"
14107200,"b'CHEESE, MUENSTER'","b'Cheese, Muenster'"
14107250,"b'CHEESE, MUENSTER, REDUCED FAT'","b'Cheese, Muenster, reduced fat'"
14108010,"b'CHEESE, PARMESAN, DRY GRATED'","b'Cheese, Parmesan, dry grated'"
14108015,"b'CHEESE, PARMESAN, DRY GRATED, REDUCED FAT'","b'Cheese, Parmesan, dry grated, reduced fat'"
14108020,"b'CHEESE, PARMESAN, HARD'","b'Cheese, Parmesan, hard'"
14108060,"b'CHEESE, PARMESAN, DRY GRATED, FAT FREE'","b'Cheese, Parmesan, dry grated, fat free'"
14108200,"b'CHEESE, PORT DU SALUT'","b'Cheese, Port du Salut'"
14108400,"b'CHEESE, PROVOLONE'","b'Cheese, Provolone'"
14108420,"b'CHEESE, PROVOLONE, REDUCED FAT'","b'Cheese, provolone, reduced fat'"
14109010,"b'CHEESE, SWISS'","b'Cheese, Swiss'"
14109020,"b'CHEESE, SWISS, REDUCED SODIUM'","b'Cheese, Swiss, reduced sodium'"
14109030,"b'CHEESE, SWISS, REDUCED FAT'","b'Cheese, Swiss, reduced fat'"
14109040,"b'CHEESE, SWISS, NONFAT OR FAT FREE'","b'Cheese, Swiss, nonfat or fat free'"
14110010,"b'CHEESE, CHEDDAR, REDUCED SODIUM'","b'Cheese, Cheddar, reduced sodium'"
14110050,"b'CHEESE, PANEER'","b'Cheese, paneer'"
14120010,"b'CHEESE, MEXICAN BLEND'","b'Cheese, Mexican blend'"
14120020,"b'CHEESE, MEXICAN BLEND, REDUCED FAT'","b'Cheese, Mexican blend, reduced fat'"
14131000,"b'QUESO ANEJO, AGED MEXICAN CHEESE'","b'Queso Anejo, aged Mexican cheese'"
14131500,b'QUESO ASADERO',b'Queso Asadero'
14133000,b'QUESO FRESCO',b'Queso Fresco'
14134000,b'QUESO COTIJA',b'Queso cotija'
14200100,"b'CHEESE, COTTAGE, NFS'","b'Cheese, cottage, NFS'"
14201010,"b'CHEESE, COTTAGE, CREAMED, LARGE OR SMALL CURD'","b'Cheese, cottage, creamed, large or small curd'"
14201200,"b""COTTAGE CHEESE, FARMER'S""","b""Cottage cheese, farmer's"""
14201500,"b'CHEESE, RICOTTA'","b'Cheese, Ricotta'"
14202010,"b'CHEESE, COTTAGE, WITH FRUIT'","b'Cheese, cottage, with fruit'"
14202020,"b'CHEESE, COTTAGE, WITH VEGETABLES'","b'Cheese, cottage, with vegetables'"
14203010,"b'CHEESE, COTTAGE, DRY CURD'","b'Cheese, cottage, dry curd'"
14203020,"b'CHEESE, COTTAGE, SALTED, DRY CURD'","b'Cheese, cottage, salted, dry curd'"
14203510,b'PUERTO RICAN WHITE CHEESE',b'Puerto Rican white cheese'
14204010,"b'CHEESE, COTTAGE, LOW FAT'","b'Cheese, cottage, low fat'"
14204020,"b'CHEESE, COTTAGE, LOWFAT, WITH FRUIT'","b'Cheese, cottage, lowfat, with fruit'"
14206010,"b'CHEESE, COTTAGE, LOWFAT, LOW SODIUM'","b'Cheese, cottage, lowfat, low sodium'"
14207010,"b'CHEESE, COTTAGE, LOWFAT, LACTOSE REDUCED'","b'Cheese, cottage, lowfat, lactose reduced'"
14301010,"b'CREAM CHEESE, REGULAR, PLAIN'","b'Cream cheese, regular, plain'"
14301100,"b'CREAM CHEESE, REGULAR, FLAVORED'","b'Cream cheese, regular, flavored'"
14303010,"b'CREAM CHEESE, LIGHT'","b'Cream cheese, light'"
14410100,"b'CHEESE, AMERICAN AND SWISS BLENDS'","b'Cheese, American and Swiss blends'"
14410110,"b'CHEESE, AMERICAN'","b'Cheese, American'"
14410120,"b'CHEESE, AMERICAN, REDUCED FAT'","b'Cheese, American, reduced fat'"
14410130,"b'CHEESE, AMERICAN, NONFAT OR FAT FREE'","b'Cheese, American, nonfat or fat free'"
14410210,"b'CHEESE, AMERICAN, REDUCED SODIUM'","b'Cheese, American, reduced sodium'"
14410330,"b'CHEESE SPREAD, AMERICAN OR CHEDDAR CHEESE BASE, REDUCED FAT'","b'Cheese spread, American or Cheddar cheese base, reduced fat'"
14410380,"b'CREAM CHEESE, FAT FREE'","b'Cream cheese, fat free'"
14410500,"b'CHEESE, PROCESSED CHEESE FOOD'","b'Cheese, processed cheese food'"
14410600,"b'CHEESE, PROCESSED, WITH VEGETABLES'","b'Cheese, processed, with vegetables'"
14410620,"b'CHEESE,  WITH WINE'","b'Cheese,  with wine'"
14420100,"b'CHEESE SPREAD, AMERICAN OR CHEDDAR CHEESE BASE'","b'Cheese spread, American or Cheddar cheese base'"
14420160,"b'CHEESE SPREAD, SWISS CHEESE BASE'","b'Cheese spread, Swiss cheese base'"
14420200,"b'CHEESE SPREAD, CREAM CHEESE'","b'Cheese spread, cream cheese'"
14420300,"b'CHEESE SPREAD, PRESSURIZED CAN'","b'Cheese spread, pressurized can'"
14502000,b'IMITATION CHEESE',b'Imitation cheese'
14610200,"b'CHEESE, COTTAGE CHEESE, WITH GELATIN DESSERT'","b'Cheese, cottage cheese, with gelatin dessert'"
14610210,"b'CHEESE, COTTAGE CHEESE, WITH GELATIN DESSERT AND FRUIT'","b'Cheese, cottage cheese, with gelatin dessert and fruit'"
14610250,"b'CHEESE, COTTAGE CHEESE, WITH GELATIN DESSERT AND VEGETABLES'","b'Cheese, cottage cheese, with gelatin dessert and vegetables'"
14610520,b'CHEESE BALL',b'Cheese ball'
14620110,b'ARTICHOKE DIP',b'Artichoke dip'
14620115,b'SPINACH AND ARTICHOKE DIP',b'Spinach and artichoke dip'
14620130,b'SEAFOOD DIP',b'Seafood dip'
14620150,b'CHEESE DIP WITH CHILI PEPPER',b'Cheese dip with chili pepper'
14620200,b'CHEESE DIP',b'Cheese dip'
14620300,b'TOPPING FROM CHEESE PIZZA',b'Topping from cheese pizza'
14620310,b'TOPPING FROM VEGETABLE PIZZA',b'Topping from vegetable pizza'
14620320,b'TOPPING FROM MEAT PIZZA',b'Topping from meat pizza'
14620330,b'TOPPING FROM MEAT AND VEGETABLE PIZZA',b'Topping from meat and vegetable pizza'
14630100,b'CHEESE FONDUE',b'Cheese fondue'
14630200,b'CHEESE SOUFFLE',b'Cheese souffle'
14630300,b'WELSH RAREBIT',b'Welsh rarebit'
14640000,"b'CHEESE SANDWICH, NFS'","b'Cheese sandwich, NFS'"
14640002,"b'CHEESE SANDWICH, AMERICAN CHEESE, ON WHITE BREAD'","b'Cheese sandwich, American cheese, on white bread'"
14640004,"b'CHEESE SANDWICH, AMERICAN CHEESE, ON WHEAT BREAD'","b'Cheese sandwich, American cheese, on wheat bread'"
14640008,"b'CHEESE SANDWICH, CHEDDAR CHEESE, ON WHITE BREAD'","b'Cheese sandwich, cheddar cheese, on white bread'"
14640010,"b'CHEESE SANDWICH, CHEDDAR CHEESE, ON WHEAT BREAD'","b'Cheese sandwich, cheddar cheese, on wheat bread'"
14640014,"b'CHEESE SANDWICH, REDUCED FAT CHEESE, ON WHITE BREAD'","b'Cheese sandwich, reduced fat cheese, on white bread'"
14640016,"b'CHEESE SANDWICH, REDUCED FAT CHEESE, ON WHEAT BREAD'","b'Cheese sandwich, reduced fat cheese, on wheat bread'"
14640100,"b'GRILLED CHEESE SANDWICH, NFS'","b'Grilled cheese sandwich, NFS'"
14640105,"b'GRILLED CHEESE SANDWICH, AMERICAN CHEESE, ON WHITE BREAD'","b'Grilled cheese sandwich, American cheese, on white bread'"
14640110,"b'GRILLED CHEESE SANDWICH, AMERICAN CHEESE, ON WHEAT BREAD'","b'Grilled cheese sandwich, American cheese, on wheat bread'"
14640125,"b'GRILLED CHEESE SANDWICH, CHEDDAR CHEESE, ON WHITE BREAD'","b'Grilled cheese sandwich, cheddar cheese, on white bread'"
14640130,"b'GRILLED CHEESE SANDWICH, CHEDDAR CHEESE, ON WHEAT BREAD'","b'Grilled cheese sandwich, cheddar cheese, on wheat bread'"
14640155,"b'GRILLED CHEESE SANDWICH, REDUCED FAT CHEESE, ON WHITE BREAD'","b'Grilled cheese sandwich, reduced fat cheese, on white bread'"
14640160,"b'GRILLED CHEESE SANDWICH, REDUCED FAT CHEESE, ON WHEAT BREAD'","b'Grilled cheese sandwich, reduced fat cheese, on wheat bread'"
14650100,b'CHEESE SAUCE',b'Cheese sauce'
14650160,b'ALFREDO SAUCE',b'Alfredo sauce'
14650165,b'ALFREDO SAUCE WITH ADDED VEGETABLES',b'Alfredo sauce with added vegetables'
14650170,b'ALFREDO SAUCE WITH MEAT',b'Alfredo sauce with meat'
14650175,b'ALFREDO SAUCE WITH MEAT AND ADDED VEGETABLES',b'Alfredo sauce with meat and added vegetables'
14650180,b'ALFREDO SAUCE WITH POULTRY',b'Alfredo sauce with poultry'
14650185,b'ALFREDO SAUCE WITH POULTRY AND ADDED VEGETABLES',b'Alfredo sauce with poultry and added vegetables'
14650190,b'ALFREDO SAUCE WITH SEAFOOD',b'Alfredo sauce with seafood'
14650195,b'ALFREDO SAUCE WITH SEAFOOD AND ADDED VEGETABLES',b'Alfredo sauce with seafood and added vegetables'
14660200,"b'MOZZARELLA STICKS, BREADED, BAKED, OR FRIED'","b'Mozzarella sticks, breaded, baked, or fried'"
14670000,"b'MOZZARELLA CHEESE, TOMATO, AND BASIL, WITH OIL AND VINEGAR D'","b'Mozzarella cheese, tomato, and basil, with oil and vinegar dressing'"
20000000,"b'MEAT, NFS'","b'Meat, NFS'"
20000200,"b'MEAT, GROUND, NFS'","b'Meat, ground, NFS'"
20000300,"b'BABY TODDLER MEAT, NFS'","b'Baby Toddler meat, NFS'"
21000100,"b'BEEF, NFS'","b'Beef, NFS'"
21001000,"b'STEAK, NS AS TO TYPE OF MEAT, NS AS TO FAT EATEN'","b'Steak, NS as to type of meat, NS as to fat eaten'"
21101000,"b'BEEF, STEAK, NFS'","b'Beef, steak, NFS'"
21101140,"b'BEEF, STEAK, CHUCK'","b'Beef, steak, chuck'"
21101150,"b'BEEF, STEAK, CUBE'","b'Beef, steak, cube'"
21101160,"b'BEEF, STEAK, FLANK'","b'Beef, steak, flank'"
21101170,"b'BEEF, STEAK, RIBEYE, NS AS TO FAT EATEN'","b'Beef, steak, ribeye, NS as to fat eaten'"
21101180,"b'BEEF, STEAK, RIBEYE, LEAN AND FAT EATEN'","b'Beef, steak, ribeye, lean and fat eaten'"
21101190,"b'BEEF, STEAK, RIBEYE, LEAN ONLY EATEN'","b'Beef, steak, ribeye, lean only eaten'"
21102140,"b'BEEF, STEAK, ROUND'","b'Beef, steak, round'"
21102150,"b'BEEF, STEAK, SIRLOIN, NS AS TO FAT EATEN'","b'Beef, steak, sirloin, NS as to fat eaten'"
21102160,"b'BEEF, STEAK, SIRLOIN, LEAN AND FAT EATEN'","b'Beef, steak, sirloin, lean and fat eaten'"
21102170,"b'BEEF, STEAK, SIRLOIN, LEAN ONLY EATEN'","b'Beef, steak, sirloin, lean only eaten'"
21102180,"b'BEEF, STEAK, STRIP, NS AS TO FAT EATEN'","b'Beef, steak, strip, NS as to fat eaten'"
21102190,"b'BEEF, STEAK, STRIP, LEAN AND FAT EATEN'","b'Beef, steak, strip, lean and fat eaten'"
21103140,"b'BEEF, STEAK, STRIP, LEAN ONLY EATEN'","b'Beef, steak, strip, lean only eaten'"
21103150,"b'BEEF, STEAK, T-BONE, NS AS TO FAT EATEN'","b'Beef, steak, T-bone, NS as to fat eaten'"
21103160,"b'BEEF, STEAK, T-BONE,  LEAN AND FAT EATEN'","b'Beef, steak, T-bone,  lean and fat eaten'"
21103170,"b'BEEF, STEAK, T-BONE, LEAN ONLY EATEN'","b'Beef, steak, T-bone, lean only eaten'"
21103180,"b'BEEF, STEAK, TENDERLOIN'","b'Beef, steak, tenderloin'"
21104110,"b'BEEF, STEAK, COUNTRY FRIED'","b'Beef, steak, country fried'"
21301000,"b'BEEF, OXTAILS'","b'Beef, oxtails'"
21302000,"b'BEEF, NECK BONES'","b'Beef, neck bones'"
21304200,"b'BEEF, SHORTRIBS'","b'Beef, shortribs'"
21305000,"b'BEEF, COW HEAD'","b'Beef, cow head'"
21401000,"b'BEEF, ROAST'","b'Beef, roast'"
21407000,"b'BEEF, POT ROAST'","b'Beef, pot roast'"
21410000,"b'BEEF, STEW MEAT'","b'Beef, stew meat'"
21416000,"b'BEEF, CORNED'","b'Beef, corned'"
21417100,"b'BEEF, BRISKET'","b'Beef, brisket'"
21420100,"b'BEEF, SANDWICH STEAK'","b'Beef, sandwich steak'"
21500000,"b'BEEF, GROUND, RAW'","b'Beef, ground, raw'"
21500100,"b'BEEF, GROUND'","b'Beef, ground'"
21500310,"b'BEEF, GROUND, PATTY'","b'Beef, ground, patty'"
21601000,"b'BEEF, BACON, COOKED'","b'Beef, bacon, cooked'"
21601010,"b'BEEF, BACON, REDUCED SODIUM, COOKED'","b'Beef, bacon, reduced sodium, cooked'"
21602000,"b'BEEF, DRIED, CHIPPED, UNCOOKED'","b'Beef, dried, chipped, uncooked'"
21602010,"b'BEEF, DRIED, CHIPPED, COOKED IN FAT'","b'Beef, dried, chipped, cooked in fat'"
21602100,b'BEEF JERKY',b'Beef jerky'
21701010,b'BABY TODDLER BEEF',b'Baby Toddler beef'
22000100,"b'PORK, NFS'","b'Pork, NFS'"
22002000,"b'PORK, GROUND'","b'Pork, ground'"
22002050,"b'PORK, CARNITAS'","b'Pork, carnitas'"
22002800,b'PORK JERKY',b'Pork jerky'
22101000,"b'PORK, CHOP, NS AS TO FAT EATEN'","b'Pork, chop, NS as to fat eaten'"
22101010,"b'PORK, CHOP, LEAN AND FAT EATEN'","b'Pork, chop, lean and fat eaten'"
22101020,"b'PORK, CHOP, LEAN ONLY EATEN'","b'Pork, chop, lean only eaten'"
22101300,"b'PORK, CHOP, COATED, NS AS TO FAT EATEN'","b'Pork, chop, coated, NS as to fat eaten'"
22101310,"b'PORK, CHOP, COATED, LEAN AND FAT EATEN'","b'Pork, chop, coated, lean and fat eaten'"
22101320,"b'PORK, CHOP, COATED, LEAN ONLY EATEN'","b'Pork, chop, coated, lean only eaten'"
22101330,"b'PORK, CHOP, STUFFED'","b'Pork, chop, stuffed'"
22201100,"b'PORK, STEAK, NS AS TO FAT EATEN'","b'Pork, steak, NS as to fat eaten'"
22201110,"b'PORK, STEAK, LEAN AND FAT EATEN'","b'Pork, steak, lean and fat eaten'"
22201120,"b'PORK, STEAK, LEAN ONLY EATEN'","b'Pork, steak, lean only eaten'"
22201400,"b'PORK, STEAK, COATED'","b'Pork, steak, coated'"
22210300,"b'PORK, TENDERLOIN'","b'Pork, tenderloin'"
22311000,b'HAM',b'Ham'
22311450,"b'HAM, PROSCIUTTO'","b'Ham, prosciutto'"
22311500,"b'HAM, CANNED'","b'Ham, canned'"
22321110,"b'HAM, GROUND'","b'Ham, ground'"
22400100,"b'PORK, ROAST'","b'Pork, roast'"
22431000,"b'PORK, ROLL'","b'Pork, roll'"
22501010,"b'CANADIAN BACON, COOKED'","b'Canadian bacon, cooked'"
22600100,"b'BACON, NS AS TO TYPE OF MEAT, COOKED'","b'Bacon, NS as to type of meat, cooked'"
22600110,"b'BACON, NS AS TO TYPE OF MEAT, REDUCED SODIUM, COOKED'","b'Bacon, NS as to type of meat, reduced sodium, cooked'"
22600200,"b'PORK BACON, NS AS TO FRESH, SMOKED OR CURED, COOKED'","b'Pork bacon, NS as to fresh, smoked or cured, cooked'"
22600210,"b'PORK BACON, NS AS TO FRESH, SMOKED OR CURED, REDUCED SODIUM,'","b'Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked'"
22601000,"b'PORK BACON, SMOKED OR CURED, COOKED'","b'Pork bacon, smoked or cured, cooked'"
22601040,"b'BACON OR SIDE PORK, FRESH, COOKED'","b'Bacon or side pork, fresh, cooked'"
22602010,"b'PORK BACON, SMOKED OR CURED, REDUCED SODIUM, COOKED'","b'Pork bacon, smoked or cured, reduced sodium, cooked'"
22621100,"b'FAT BACK, COOKED'","b'Fat back, cooked'"
22700000,"b'RIBS, NFS'","b'Ribs, NFS'"
22701000,"b'PORK, RIBS'","b'Pork, ribs'"
22704010,"b'PORK, CRACKLINGS'","b'Pork, cracklings'"
22705010,"b'PORK, EARS'","b'Pork, ears'"
22706010,"b'PORK, BONES'","b'Pork, bones'"
22707010,"b""PORK, PIG'S FEET""","b""Pork, pig's feet"""
22707020,"b""PORK, PIG'S FEET, PICKLED""","b""Pork, pig's feet, pickled"""
22708010,"b'PORK, HAM HOCKS'","b'Pork, ham hocks'"
22708020,"b'PORK, BELLY'","b'Pork, belly'"
22709010,b'PORK SKIN RINDS',b'Pork skin rinds'
22810010,b'BABY TODDLER HAM',b'Baby Toddler ham'
22820000,b'BABY TODDLER MEAT STICK',b'Baby Toddler meat stick'
23000100,"b'LAMB, NS AS TO CUT'","b'Lamb, NS as to cut'"
23101000,"b'LAMB, CHOP'","b'Lamb, chop'"
23132000,"b'LAMB, GROUND'","b'Lamb, ground'"
23150100,b'GOAT',b'Goat'
23201010,"b'VEAL, CHOP'","b'Veal, chop'"
23220010,"b'VEAL, GROUND'","b'Veal, ground'"
23220020,b'MOCK CHICKEN LEGS',b'Mock chicken legs'
23310000,b'RABBIT',b'Rabbit'
23321000,"b'VENISON, NFS'","b'Venison, NFS'"
23321200,"b'VENISON, STEAK'","b'Venison, steak'"
23321900,b'VENISON/DEER JERKY',b'Venison/deer jerky'
23322100,b'VENISON SAUSAGE',b'Venison sausage'
23323100,b'MOOSE',b'Moose'
23323500,b'BEAR',b'Bear'
23324100,b'CARIBOU',b'Caribou'
23326100,b'BISON',b'Bison'
23331100,b'GROUNDHOG',b'Groundhog'
23332100,b'OPOSSUM',b'Opossum'
23333100,b'SQUIRREL',b'Squirrel'
23334100,b'BEAVER',b'Beaver'
23335100,b'RACCOON',b'Raccoon'
23340100,b'ARMADILLO',b'Armadillo'
